"X","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
1799181,2008,4,5,6,2248,2130,2320,2220,"WN",3281,"N410WN",92,110,79,60,78,"TPA","BNA",612,5,8,0,"N",0,7,0,0,0,53
2519489,2008,5,2,5,1350,1343,1427,1417,"YV",1949,"N27314",37,34,22,10,7,"LIH","HNL",102,4,11,0,"N",0,NA,NA,NA,NA,NA
2199189,2008,4,9,3,1630,1545,1921,1855,"MQ",4481,"N833AE",111,130,98,26,45,"ORD","BDL",783,2,11,0,"N",0,26,0,0,0,0
1485661,2008,3,19,3,1342,1320,1630,1505,"DL",1734,"N998DL",168,105,104,85,22,"PIT","ATL",526,8,56,0,"N",0,0,0,85,0,0
3939141,2008,7,31,4,1104,940,1132,1015,"EV",4294,"N851AS",88,95,68,77,84,"ATL","MLU",448,2,18,0,"N",0,77,0,0,0,0
3021953,2008,6,10,2,1101,1055,1641,1655,"WN",1422,"N716SW",220,240,205,-14,6,"SAN","BNA",1751,7,8,0,"N",0,NA,NA,NA,NA,NA
3423265,2008,6,22,7,1917,1908,2112,2038,"NW",226,"N333NB",115,90,78,34,9,"DTW","DCA",405,18,19,0,"N",0,4,0,25,0,5
3892395,2008,7,17,4,1811,1755,2030,2006,"US",808,"N936UW",139,131,97,24,16,"CLT","BOS",728,10,32,0,"N",0,16,0,8,0,0
946902,2008,2,13,3,1909,1859,2153,2130,"FL",357,"N968AT",164,151,116,23,10,"LGA","ATL",761,34,14,0,"N",0,10,0,13,0,0
6842536,2008,12,2,2,1050,1015,1255,1230,"MQ",4357,"N610MQ",65,75,51,25,35,"ORD","CLE",316,4,10,0,"N",0,23,0,0,0,2
6637580,2008,12,15,1,1159,1059,1242,1152,"OO",5741,"N295UX",43,53,24,50,60,"SFO","MOD",78,3,16,0,"N",0,0,0,0,0,50
24162,2008,1,10,4,2004,1930,2109,2040,"WN",570,"N503SW",65,70,55,29,34,"MSY","HOU",303,4,6,0,"N",0,0,0,0,0,29
818543,2008,2,13,3,955,909,1411,1205,"UA",285,"N577UA",436,356,321,126,46,"IAD","SFO",2419,3,112,0,"N",0,0,46,80,0,0
1246674,2008,3,24,1,1259,1240,1347,1330,"WN",3754,"N485WN",48,50,32,17,19,"OAK","RNO",180,4,12,0,"N",0,17,0,0,0,0
6499464,2008,12,13,6,1615,1435,1758,1640,"WN",1184,"N286WN",103,125,92,78,100,"SEA","SJC",697,3,8,0,"N",0,78,0,0,0,0
2096682,2008,4,23,3,1659,1630,1946,1923,"DL",717,"N945DL",167,173,131,23,29,"BOS","ATL",946,10,26,0,"N",0,21,0,0,0,2
3223063,2008,6,5,4,1100,1053,1221,1209,"UA",282,"N907UA",81,76,59,12,7,"BUR","SFO",326,7,15,0,"N",0,NA,NA,NA,NA,NA
480745,2008,1,17,4,1000,930,1256,1240,"AA",312,"N289AA",116,130,100,16,30,"TUS","DFW",813,5,11,0,"N",0,16,0,0,0,0
1748331,2008,3,5,3,1508,1435,1703,1629,"CO",391,"N52616",175,174,150,34,33,"MIA","IAH",964,7,18,0,"N",0,0,0,14,0,20
4385629,2008,8,21,4,1021,922,1155,1053,"NW",1747,"N8933E",94,91,57,62,59,"MDT","DTW",370,6,31,0,"N",0,59,0,3,0,0
886588,2008,2,1,5,1951,1945,2245,2240,"WN",1141,"N209WN",114,115,89,5,6,"MDW","ORF",704,3,22,0,"N",0,NA,NA,NA,NA,NA
6050285,2008,11,4,2,2106,2035,2342,2330,"XE",2554,"N14977",156,175,123,12,31,"EWR","JAX",821,4,29,0,"N",0,NA,NA,NA,NA,NA
1331901,2008,3,8,6,1820,1355,2050,1606,"OH",5673,"N926CA",150,131,121,284,265,"LGA","CHS",641,12,17,0,"N",0,0,265,19,0,0
5619471,2008,10,1,3,1836,1815,2030,2025,"US",1724,"N721UW",114,130,99,5,21,"TPA","DCA",814,3,12,0,"N",0,NA,NA,NA,NA,NA
3930953,2008,7,29,2,1638,1617,1751,1730,"DL",1596,"N971DL",73,73,37,21,21,"ATL","SAV",215,6,30,0,"N",0,0,0,0,0,21
2065015,2008,4,17,4,758,740,1022,1013,"US",1869,"N190UW",144,153,130,9,18,"TPA","PHL",920,4,10,0,"N",0,NA,NA,NA,NA,NA
598988,2008,1,9,3,1130,1105,1324,1245,"DL",1890,"N901DA",114,100,84,39,25,"PHX","SLC",507,5,25,0,"N",0,0,0,14,0,25
4560378,2008,8,15,5,1452,1438,1640,1631,"EV",4279,"N970EV",108,113,84,9,14,"CLE","ATL",554,10,14,0,"N",0,NA,NA,NA,NA,NA
5731046,2008,10,27,1,1952,1945,2114,2107,"FL",89,"N959AT",82,82,62,7,7,"RDU","ATL",356,10,10,0,"N",0,NA,NA,NA,NA,NA
4760288,2008,8,9,6,1923,1800,2251,2135,"AA",2094,"N549AA",148,155,127,76,83,"DFW","RSW",1017,5,16,0,"N",0,12,0,0,0,64
3910840,2008,7,31,4,1422,1405,2152,2121,"US",790,"N933UW",270,256,219,31,17,"LAS","CLT",1916,35,16,0,"N",0,0,0,14,0,17
1265435,2008,3,30,7,1234,1225,1351,1335,"WN",3849,"N739GB",137,130,119,16,9,"ELP","LAX",714,10,8,0,"N",0,0,0,11,0,5
1288927,2008,3,22,6,1537,1525,1745,1725,"XE",3001,"N12142",128,120,97,20,12,"EWR","GSP",594,3,28,0,"N",0,12,0,8,0,0
6685595,2008,12,24,3,1930,1910,2136,2131,"UA",1156,"N409UA",66,81,51,5,20,"DEN","ICT",419,3,12,0,"N",0,NA,NA,NA,NA,NA
1687835,2008,3,3,1,1221,1150,1346,1320,"AA",1345,"N233AA",85,90,61,26,31,"MCI","ORD",403,5,19,0,"N",0,0,0,0,0,26
1844563,2008,4,19,6,1543,1530,1642,1635,"WN",1383,"N392SW",59,65,51,7,13,"LAX","SJC",308,2,6,0,"N",0,NA,NA,NA,NA,NA
790625,2008,2,17,7,1130,1010,1255,1133,"OO",5466,"N293SW",85,83,66,82,80,"MRY","LAX",267,9,10,0,"N",0,0,0,0,0,82
2780447,2008,5,8,4,2004,1955,NA,2325,"MQ",3567,"N627AE",NA,150,NA,NA,9,"DFW","GSO",999,NA,16,0,"N",1,NA,NA,NA,NA,NA
4011680,2008,7,15,2,919,910,1227,1230,"MQ",3573,"N505AE",128,140,110,-3,9,"DFW","SAV",925,5,13,0,"N",0,NA,NA,NA,NA,NA
4774786,2008,8,20,3,1155,1100,1417,1345,"AS",462,"N619AS",142,165,123,32,55,"SEA","LAX",954,9,10,0,"N",0,0,0,0,0,32
6063625,2008,11,17,1,1736,1602,1957,1829,"YV",7073,"N512MJ",81,87,59,88,94,"ORD","PIT",412,6,16,0,"N",0,0,0,0,0,88
6999347,2008,12,5,5,1821,1605,2006,1754,"DL",734,"N901DA",105,109,78,132,136,"ATL","BWI",576,8,19,0,"N",0,132,0,0,0,0
5010283,2008,9,11,4,1547,1344,1656,1459,"OO",6527,"N941SW",129,135,108,117,123,"BOI","LAX",674,10,11,0,"N",0,0,117,0,0,0
2298697,2008,4,7,1,1827,1810,2027,1950,"AA",1703,"N469AA",240,220,222,37,17,"AUS","SJC",1476,5,13,0,"N",0,12,0,20,0,5
1428354,2008,3,11,2,1651,1614,1853,1817,"UA",1176,"N399UA",122,123,108,36,37,"SFO","SEA",679,4,10,0,"N",0,0,0,0,0,36
6725129,2008,12,27,6,1633,1545,1823,1755,"US",1153,"N951UW",170,190,156,28,48,"PHL","MSY",1088,3,11,0,"N",0,1,0,0,0,27
1434690,2008,3,17,1,1930,1920,2256,2253,"UA",1536,"N406UA",146,153,126,3,10,"ORD","MCO",1005,5,15,0,"N",0,NA,NA,NA,NA,NA
4801144,2008,8,22,5,1738,1730,1952,1959,"CO",667,"N57857",254,269,232,-7,8,"IAH","SEA",1874,7,15,0,"N",0,NA,NA,NA,NA,NA
6966027,2008,12,23,2,713,640,856,824,"B6",1251,"N580JB",103,104,73,32,33,"BOS","IAD",413,8,22,0,"N",0,32,0,0,0,0
3922992,2008,7,23,3,1915,1714,2232,2030,"DL",1165,"N654DL",317,316,282,122,121,"BOS","SLC",2105,7,28,0,"N",0,0,0,95,0,27
4750528,2008,8,2,6,1958,1920,2217,2140,"AA",1689,"N598AA",259,260,239,37,38,"ORD","PDX",1739,5,15,0,"N",0,37,0,0,0,0
6611362,2008,12,19,5,1415,1325,1515,1433,"OH",6847,"N956CA",120,128,104,42,50,"CVG","MSP",596,5,11,0,"N",0,42,0,0,0,0
680550,2008,2,25,1,1058,1010,1336,1055,"WN",1465,"N225WN",158,45,40,161,48,"SAT","HOU",192,21,97,0,"N",0,0,0,159,0,2
6813806,2008,12,7,7,1916,1850,1945,1920,"HA",314,"N477HA",29,30,19,25,26,"LIH","HNL",102,5,5,0,"N",0,0,0,0,0,25
347472,2008,1,5,6,1044,1030,1617,1602,"F9",672,"N928FR",213,212,185,15,14,"DEN","MCO",1545,10,18,0,"N",0,14,0,1,0,0
6881361,2008,12,4,4,1752,1720,1849,1818,"9E",2369,"87099E",57,58,33,31,32,"DTW","ERI",163,3,21,0,"N",0,0,0,0,0,31
5417989,2008,10,13,1,942,930,1208,1200,"WN",1629,"N641SW",146,150,131,8,12,"MCO","PHL",861,5,10,0,"N",0,NA,NA,NA,NA,NA
4480702,2008,8,21,4,722,703,949,930,"UA",831,"N658UA",267,267,248,19,19,"ORD","SFO",1846,4,15,0,"N",0,0,19,0,0,0
3192094,2008,6,17,2,2042,2000,2105,2024,"OO",5885,"N929SW",83,84,41,41,42,"IND","ORD",177,6,36,0,"N",0,0,0,0,0,41
6808416,2008,12,29,1,1154,1015,1313,1138,"FL",93,"N977AT",79,83,64,95,99,"RDU","ATL",356,7,8,0,"N",0,0,0,0,0,95
325123,2008,1,13,7,1006,954,1128,1116,"EV",4227,"N820AS",142,142,106,12,12,"ATL","DSM",743,5,31,0,"N",0,NA,NA,NA,NA,NA
1844530,2008,4,19,6,1111,1100,1219,1215,"WN",1919,"N478WN",68,75,56,4,11,"LAX","OAK",337,4,8,0,"N",0,NA,NA,NA,NA,NA
4626866,2008,8,1,5,1228,1220,1344,1345,"MQ",3382,"N634AE",76,85,58,-1,8,"SGF","DFW",364,10,8,0,"N",0,NA,NA,NA,NA,NA
1233475,2008,3,20,4,657,650,938,935,"WN",475,"N642WN",101,105,87,3,7,"MDW","RDU",632,5,9,0,"N",0,NA,NA,NA,NA,NA
3135405,2008,6,14,6,2022,1909,2059,2005,"YV",7042,"N507MJ",97,116,83,54,73,"ROC","ORD",528,6,8,0,"N",0,0,0,0,0,54
2798170,2008,5,27,2,1836,1625,2015,1800,"MQ",4274,"N659AE",159,155,144,135,131,"BDL","ORD",783,7,8,0,"N",0,0,22,4,0,109
6273161,2008,11,30,7,1331,1233,1544,1358,"FL",836,"N929AT",133,85,81,106,58,"ATL","MCO",403,9,43,0,"N",0,0,0,48,0,58
3543951,2008,6,12,4,1856,1830,2220,2153,"B6",137,"N592JB",204,203,142,27,26,"JFK","RSW",1074,6,56,0,"N",0,26,0,1,0,0
6223378,2008,11,30,7,1339,1206,1713,1534,"DL",1621,"N922DL",154,148,133,99,93,"MSP","ATL",906,8,13,0,"N",0,0,0,99,0,0
6831576,2008,12,17,3,944,935,1032,1025,"MQ",3867,"N684MQ",48,50,29,7,9,"DFW","ABI",158,4,15,0,"N",0,NA,NA,NA,NA,NA
1053026,2008,2,4,1,820,810,849,839,"9E",5954,"87759E",89,89,64,10,10,"TYS","MEM",342,8,17,0,"N",0,NA,NA,NA,NA,NA
5838593,2008,10,28,2,1335,1310,1620,1600,"AA",745,"N274AA",225,230,187,20,25,"LGA","DFW",1389,13,25,0,"N",0,0,3,0,0,17
4436503,2008,8,20,3,1020,838,1140,959,"OO",5574,"N295UX",80,81,68,101,102,"SBA","SFO",262,2,10,0,"N",0,0,0,101,0,0
5408455,2008,10,10,5,1711,1640,25,10,"WN",169,"N263WN",254,270,224,15,31,"LAS","MCO",2039,6,24,0,"N",0,15,0,0,0,0
1899488,2008,4,25,5,1751,1735,1956,1935,"XE",2281,"N14939",125,120,103,21,16,"IAH","MCI",643,2,20,0,"N",0,16,0,5,0,0
3148471,2008,6,2,1,1400,1310,1625,1518,"OH",5672,"N797CA",145,128,95,67,50,"CHS","LGA",641,8,42,0,"N",0,50,0,17,0,0
4164765,2008,7,2,3,1534,1515,1652,1636,"B6",12,"N563JB",78,81,41,16,19,"JFK","SYR",209,8,29,0,"N",0,13,0,0,0,3
879368,2008,2,25,1,532,525,714,704,"US",1759,"N767UW",102,99,80,10,7,"TPA","CLT",508,5,17,0,"N",0,NA,NA,NA,NA,NA
5432661,2008,10,17,5,1737,1645,1923,1840,"WN",1321,"N400WN",106,115,92,43,52,"PHX","SMF",647,5,9,0,"N",0,0,0,0,0,43
2510050,2008,5,5,1,1534,1515,1819,1802,"XE",2009,"N27506",105,107,87,17,19,"MEM","CLE",622,4,14,0,"N",0,17,0,0,0,0
2582523,2008,5,17,6,1540,1532,1634,1635,"OO",5445,"N233SW",54,63,43,-1,8,"SBP","SFO",191,3,8,0,"N",0,NA,NA,NA,NA,NA
793835,2008,2,19,2,1803,1743,1851,1831,"OO",5442,"N232SW",48,48,32,20,20,"PSP","LAX",110,4,12,0,"N",0,0,0,0,0,20
1522610,2008,3,2,7,1320,1300,1454,1434,"EV",4852,"N720EV",94,94,72,20,20,"MLB","ATL",443,13,9,0,"N",0,20,0,0,0,0
1013559,2008,2,20,3,741,729,932,930,"NW",533,"N755NW",111,121,91,2,12,"LGA","DTW",501,5,15,0,"N",0,NA,NA,NA,NA,NA
319630,2008,1,29,2,1242,1205,1537,1515,"DL",628,"N906DA",115,130,85,22,37,"DFW","ATL",732,9,21,0,"N",0,0,0,0,0,22
6938493,2008,12,18,4,1109,1100,1700,1635,"AA",2090,"N4WJAA",231,215,189,25,9,"SFO","DFW",1464,16,26,0,"N",0,0,0,16,0,9
843534,2008,2,24,7,2035,1835,155,14,"UA",1470,"N484UA",200,219,181,101,120,"DEN","MIA",1709,7,12,0,"N",0,7,0,0,0,94
79242,2008,1,27,7,1714,1655,1827,1815,"WN",2629,"N411WN",73,80,61,12,19,"OMA","MDW",423,6,6,0,"N",0,NA,NA,NA,NA,NA
6714443,2008,12,18,4,1009,945,1222,1213,"US",156,"N903AW",73,88,56,9,24,"LAX","PHX",370,8,9,0,"N",0,NA,NA,NA,NA,NA
1571433,2008,3,31,1,1030,1020,1326,1325,"MQ",3479,"N809AE",116,125,96,1,10,"DFW","SDF",733,5,15,0,"N",0,NA,NA,NA,NA,NA
5021892,2008,9,19,5,1055,1043,1330,1318,"OO",6380,"N916SW",95,95,70,12,12,"SFO","BOI",522,4,21,0,"N",0,NA,NA,NA,NA,NA
1461346,2008,3,19,3,1202,1135,1337,1325,"US",1815,"N423US",95,110,76,12,27,"PHL","CLT",448,8,11,0,"N",0,NA,NA,NA,NA,NA
1206967,2008,3,12,3,1413,1400,1525,1520,"WN",3143,"N434WN",72,80,60,5,13,"OMA","MDW",423,4,8,0,"N",0,NA,NA,NA,NA,NA
5783545,2008,10,31,5,1725,1715,1847,1833,"NW",353,"N675MC",82,78,43,14,10,"STL","MEM",256,20,19,0,"N",0,NA,NA,NA,NA,NA
2286488,2008,4,27,7,2244,2105,2341,2205,"AA",1236,"N068AA",57,60,37,96,99,"MIA","MCO",193,5,15,0,"N",0,72,0,0,0,24
719978,2008,2,1,5,1658,1640,1812,1802,"XE",2219,"N21130",74,82,58,10,18,"CLE","TYS",403,4,12,0,"N",0,NA,NA,NA,NA,NA
3141255,2008,6,22,7,1153,1130,1430,1420,"YV",7282,"N506MJ",97,110,82,10,23,"ORD","CLT",599,4,11,0,"N",0,NA,NA,NA,NA,NA
3542631,2008,6,10,2,1353,1345,1649,1649,"B6",435,"N536JB",176,184,158,0,8,"BOS","MCO",1121,6,12,0,"N",0,NA,NA,NA,NA,NA
3336027,2008,6,5,4,1215,1205,1409,1405,"EV",4843,"N877AS",114,120,95,4,10,"SBN","ATL",566,11,8,0,"N",0,NA,NA,NA,NA,NA
4723210,2008,8,15,5,1818,1800,1908,1845,"AA",539,"N563AA",170,165,145,23,18,"DFW","LAS",1055,8,17,0,"N",0,0,18,5,0,0
5851469,2008,10,15,3,1702,1655,1756,1740,"AA",1349,"N4YJAA",114,105,85,16,7,"DFW","ABQ",569,10,19,0,"N",0,6,0,9,0,1
4769590,2008,8,9,6,1103,1036,1139,1100,"AS",65,"N708AS",36,24,8,39,27,"WRG","PSG",31,4,24,0,"N",0,0,0,12,0,27
2910254,2008,5,18,7,1936,1930,2300,2235,"AA",1918,"N4WVAA",144,125,116,25,6,"ORD","EWR",719,8,20,0,"N",0,0,0,25,0,0
6732667,2008,12,1,1,1942,1845,1944,1850,"WN",1561,"N208WN",62,65,42,54,57,"PHX","LAS",256,4,16,0,"N",0,6,0,0,0,48
3029474,2008,6,12,4,38,2045,232,2240,"WN",2736,"N908WN",54,55,39,232,233,"STL","SDF",254,6,9,0,"N",0,20,0,0,0,212
4269310,2008,8,13,3,1909,1900,2330,2335,"WN",3660,"N602SW",141,155,128,-5,9,"PHX","OMA",1037,3,10,0,"N",0,NA,NA,NA,NA,NA
3469872,2008,6,13,5,1713,1537,1823,1645,"9E",5866,"80369E",130,128,112,98,96,"DTW","OMA",651,3,15,0,"N",0,0,0,2,0,96
3033188,2008,6,14,6,716,700,803,750,"WN",1869,"N618WN",167,170,152,13,16,"AUS","LAS",1090,5,10,0,"N",0,NA,NA,NA,NA,NA
997551,2008,2,23,6,1052,1015,1206,1135,"MQ",4542,"N717AE",74,80,60,31,37,"SDF","RDU",416,2,12,0,"N",0,4,0,0,0,27
4125204,2008,7,17,4,1957,1950,2256,2255,"AA",1332,"N552AA",119,125,100,1,7,"DFW","ATL",732,8,11,0,"N",0,NA,NA,NA,NA,NA
242446,2008,1,31,4,1523,1500,1640,1626,"UA",844,"N802UA",77,86,52,14,23,"SFO","LAX",337,9,16,0,"N",0,NA,NA,NA,NA,NA
1446284,2008,3,7,5,1652,1610,2243,2159,"US",1550,"N112US",231,229,216,44,42,"PHX","CLT",1774,6,9,0,"N",0,42,0,2,0,0
4170272,2008,7,12,6,1318,1305,1608,1548,"B6",123,"N648JB",170,163,126,20,13,"JFK","MCO",944,7,37,0,"N",0,3,0,7,0,10
2287944,2008,4,17,4,1846,1840,2226,2230,"AA",1286,"N439AA",160,170,142,-4,6,"DFW","RIC",1158,6,12,0,"N",0,NA,NA,NA,NA,NA
3416739,2008,6,3,2,1827,1800,2019,1945,"MQ",4735,"N700LE",112,105,77,34,27,"RDU","LGA",431,8,27,0,"N",0,11,0,7,0,16
4874248,2008,9,11,4,2129,2035,2238,2145,"WN",402,"N641SW",69,70,56,53,54,"STL","TUL",351,3,10,0,"N",0,0,0,0,0,53
5252316,2008,9,11,4,1206,1156,1250,1250,"9E",2869,"80239E",44,54,25,0,10,"DTW","FWA",128,3,16,0,"N",0,NA,NA,NA,NA,NA
904903,2008,2,26,2,1918,1850,2133,2111,"DL",1084,"N392DA",315,321,286,22,28,"ATL","OAK",2130,7,22,0,"N",0,0,0,0,0,22
5060263,2008,9,13,6,2125,2052,18,2359,"UA",818,"N538UA",113,127,89,19,33,"ORD","EWR",719,5,19,0,"N",0,0,4,0,0,15
130168,2008,1,2,3,1535,1220,1648,1329,"YV",7262,"N510MJ",73,69,54,199,195,"IAD","SYR",296,3,16,0,"N",0,199,0,0,0,0
4295088,2008,8,21,4,1455,1435,2142,2140,"WN",3936,"N414WN",227,245,214,2,20,"LAS","CMH",1772,3,10,0,"N",0,NA,NA,NA,NA,NA
1632012,2008,3,22,6,2151,2133,2235,2221,"NW",1634,"N363NB",44,48,28,14,18,"MSP","DLH",144,5,11,0,"N",0,NA,NA,NA,NA,NA
1381609,2008,3,22,6,1918,1745,2028,1915,"OO",5805,"N756SK",130,150,113,73,93,"SAV","ORD",773,6,11,0,"N",0,0,0,0,0,73
1288550,2008,3,28,5,1530,1435,1749,1649,"XE",2915,"N12135",199,194,181,60,55,"EWR","MCI",1092,4,14,0,"N",0,2,0,5,0,53
2550340,2008,5,20,2,1445,1429,1750,1736,"OH",5437,"N693CA",185,187,155,14,16,"LGA","TPA",1011,6,24,0,"N",0,NA,NA,NA,NA,NA
2999577,2008,6,4,3,1633,1420,1826,1555,"WN",1487,"N455WN",173,155,154,151,133,"BWI","MCI",967,4,15,0,"N",0,0,133,18,0,0
4881569,2008,9,14,7,1926,1915,2107,2045,"WN",1589,"N494WN",101,90,71,22,11,"LAS","SFO",414,6,24,0,"N",0,1,0,11,0,10
4830837,2008,8,6,3,1614,1530,1649,1608,"DL",815,"N942DL",95,98,59,41,44,"ATL","MSY",425,9,27,0,"N",0,19,0,0,0,22
4099347,2008,7,29,2,1645,1500,1847,1710,"AA",263,"N3BJAA",302,310,283,97,105,"IAD","LAX",2288,5,14,0,"N",0,8,0,0,0,89
5438169,2008,10,19,7,1421,1410,1540,1520,"WN",393,"N777QC",79,70,49,20,11,"PHL","PIT",267,4,26,0,"N",0,11,0,9,0,0
301590,2008,1,2,3,1126,1100,1326,1310,"WN",323,"N321SW",120,130,108,16,26,"TPA","BWI",842,4,8,0,"N",0,4,0,0,0,12
6925250,2008,12,21,7,1118,1040,1325,1250,"AA",1461,"N237AA",247,250,227,35,38,"DFW","SFO",1464,5,15,0,"N",0,35,0,0,0,0
3213522,2008,6,30,1,1655,1442,1723,1519,"OO",5718,"N234SW",28,37,20,124,133,"MOD","SFO",78,3,5,0,"N",0,124,0,0,0,0
3224069,2008,6,12,4,1301,1249,1837,1815,"UA",316,"N583UA",216,206,191,22,12,"DEN","IAD",1452,11,14,0,"N",0,12,0,10,0,0
6640284,2008,12,27,6,2155,1748,2256,1849,"OO",5815,"N967SW",61,61,37,247,247,"ORD","CID",196,7,17,0,"N",0,28,0,0,0,219
1157501,2008,2,21,4,1702,1653,1951,1820,"CO",721,"N10323",229,147,127,91,9,"ATL","IAH",689,5,97,0,"N",0,0,0,82,0,9
230431,2008,1,12,6,1021,1015,1552,1559,"UA",422,"N837UA",211,224,188,-7,6,"DEN","EWR",1605,8,15,0,"N",0,NA,NA,NA,NA,NA
5000974,2008,9,5,5,1644,1634,1718,1716,"OO",5714,"N216SW",94,102,79,2,10,"SGU","LAX",348,8,7,0,"N",0,NA,NA,NA,NA,NA
296048,2008,1,1,2,1916,1625,2035,1750,"WN",1852,"N493WN",79,85,67,165,171,"DEN","SLC",391,2,10,0,"N",0,9,0,0,0,156
2611916,2008,5,9,5,829,815,1126,1040,"UA",229,"N416UA",357,325,322,46,14,"IAD","SAN",2253,2,33,0,"N",0,14,0,32,0,0
1871911,2008,4,27,7,1936,1910,2105,2035,"WN",2023,"N504SW",89,85,50,30,26,"PHL","PIT",267,4,35,0,"N",0,0,0,10,0,20
3313692,2008,6,30,1,1059,1051,1155,1149,"DL",1647,"N635DL",56,58,35,6,8,"SLC","JAC",205,3,18,0,"N",0,NA,NA,NA,NA,NA
1352727,2008,3,5,3,1847,1840,2100,2045,"OO",3854,"N800SK",133,125,105,15,7,"DTW","ATL",594,7,21,0,"N",0,15,0,0,0,0
6310284,2008,11,12,3,1737,1450,1840,1555,"MQ",4653,"N820MQ",63,65,44,165,167,"DCA","RDU",227,5,14,0,"N",0,165,0,0,0,0
934388,2008,2,12,2,1103,1035,1528,1500,"F9",618,"N921FR",145,145,119,28,28,"DEN","IND",977,10,16,0,"N",0,26,0,2,0,0
5719370,2008,10,10,5,1557,1530,1830,1809,"FL",668,"N997AT",153,159,132,21,27,"HPN","MCO",972,6,15,0,"N",0,0,0,0,0,21
4049758,2008,7,9,3,1004,900,1208,1036,"NW",301,"N339NB",304,276,266,92,64,"IND","SEA",1866,9,29,0,"N",0,64,0,28,0,0
3070509,2008,6,25,3,1723,1620,1955,1855,"WN",2736,"N353SW",92,95,72,60,63,"DEN","MCI",533,4,16,0,"N",0,4,0,0,0,56
3582269,2008,6,2,1,937,930,1045,1039,"DL",1025,"N668DN",68,69,39,6,7,"ATL","JAX",270,3,26,0,"N",0,NA,NA,NA,NA,NA
4806383,2008,8,22,5,1550,1514,1844,1804,"CO",811,"N79402",234,230,174,40,36,"EWR","IAH",1400,12,48,0,"N",0,36,0,4,0,0
3038683,2008,6,15,7,1056,1050,1223,1220,"WN",2463,"N661SW",87,90,70,3,6,"SAN","SMF",480,3,14,0,"N",0,NA,NA,NA,NA,NA
4349744,2008,8,11,1,1807,1730,1953,1930,"XE",2471,"N18101",106,120,87,23,37,"IAH","BNA",657,6,13,0,"N",0,0,2,0,0,21
6785049,2008,12,14,7,1539,1510,1847,1825,"F9",414,"N931FR",128,135,106,22,29,"LAX","DEN",862,10,12,0,"N",0,22,0,0,0,0
2880346,2008,5,9,5,1028,915,1525,1340,"AA",710,"N3CMAA",237,205,201,105,73,"DFW","LGA",1389,7,29,0,"N",0,0,0,105,0,0
5525664,2008,10,3,5,1400,1348,1603,1605,"OH",6502,"N806CA",63,77,53,-2,12,"STL","CVG",307,1,9,0,"N",0,NA,NA,NA,NA,NA
4658631,2008,8,14,4,1510,1400,1644,1535,"MQ",4656,"N709GB",94,95,71,69,70,"RDU","JFK",426,12,11,0,"N",0,50,0,0,0,19
3344143,2008,6,19,4,2126,2120,2247,2237,"F9",266,"N923FR",141,137,120,10,6,"DEN","SNA",846,6,15,0,"N",0,NA,NA,NA,NA,NA
1135251,2008,2,15,5,2132,2108,2324,2310,"CO",1637,"N12327",232,242,201,14,24,"IAH","RNO",1530,8,23,0,"N",0,NA,NA,NA,NA,NA
151292,2008,1,2,3,1755,1655,1842,1739,"OH",5205,"N786CA",47,44,19,63,60,"CVG","DAY",64,4,24,0,"N",0,60,0,3,0,0
4347617,2008,8,26,2,1250,1215,1434,1407,"XE",3054,"N13538",104,112,81,27,35,"EWR","DTW",487,9,14,0,"N",0,5,0,0,0,22
5998150,2008,11,20,4,2122,2050,2322,2255,"WN",1328,"N915WN",60,65,46,27,32,"MDW","SDF",271,4,10,0,"N",0,27,0,0,0,0
522296,2008,1,30,3,2147,1945,2340,2135,"AA",2019,"N234AA",173,170,152,125,122,"LGA","STL",887,3,18,0,"N",0,0,0,9,0,116
2762478,2008,5,31,6,1916,1656,2041,1829,"FL",241,"N933AT",85,93,70,132,140,"ATL","RIC",481,3,12,0,"N",0,0,0,0,0,132
2070772,2008,4,22,2,2055,2030,2213,2129,"US",1755,"N716UW",78,59,29,44,25,"PHL","DCA",119,4,45,0,"N",0,25,0,19,0,0
2415492,2008,5,11,7,1102,1055,1200,1200,"WN",391,"N268WN",58,65,45,0,7,"LAS","BUR",223,1,12,0,"N",0,NA,NA,NA,NA,NA
595260,2008,1,6,7,1845,1830,1948,1950,"DL",1965,"N961DL",63,80,40,-2,15,"LGA","DCA",214,3,20,0,"N",0,NA,NA,NA,NA,NA
1939774,2008,4,30,3,1545,1515,1650,1625,"YV",7237,"N519LR",65,70,40,25,30,"IAD","RDU",224,5,20,0,"N",0,25,0,0,0,0
971856,2008,2,17,7,842,830,1210,1200,"MQ",3423,"N507AE",148,150,121,10,12,"DFW","CLE",1021,4,23,0,"N",0,NA,NA,NA,NA,NA
876417,2008,2,23,6,2316,2020,130,2258,"US",788,"N934UW",314,338,292,152,176,"PHL","LAS",2176,5,17,0,"N",0,0,0,0,0,152
5860805,2008,10,11,6,1303,1250,1412,1350,"AA",1701,"N5EFAA",189,180,169,22,13,"DFW","SAN",1171,3,17,0,"N",0,13,0,9,0,0
